event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR194960,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Kozatske,46.7845,33.3377,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 22 November 2024, Russian air forces struck multiple Ukrainian units, including territorial defence (coded to Novopavlivka) and national guard (coded to Mala Tokmachka), across multiple locations, some near Kozatske, Kherson. According to Russian sources, the Ukrainian military lost up to 40 soldiers, 4 cars and 2 EW systems near Novopavlivka, Mala Tokmachka, Kozatske [Russian MoD reported 40 fatalities. Coded as 10 fatalities across 3 events. 3 fatalities coded to this event].",3,,1732655057
UKR194971,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Lyptsi,50.2037,36.4077,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 22 November 2024, Russian air forces struck the Ukrainian military near Lyptsi, Kharkiv. According to Russian sources, the Ukrainian military lost up to 40 soldiers, an APC, 2 cars and 2 artillery systems near Vovchansk, Lyptsi and Kharkiv [Russian MoD reported 40 fatalities. Coded as 10 fatalities across 3 events. 3 fatalities coded to this event].",3,,1732655057
UKR194974,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) National Guard",1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,"Mala Tokmachka",47.5325,35.8978,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 22 November 2024, Russian air forces, drones and artillery struck multiple Ukrainian units, including territorial defence (coded to Novopavlivka) and national guard (coded here), across multiple locations, some near Mala Tokmachka, Zaporizhia. According to Russian sources, the Ukrainian military lost up to 40 soldiers, 4 cars and 2 EW systems near Novopavlivka, Mala Tokmachka, Kozatske [Russian MoD reported 40 fatalities. Coded as 10 fatalities across 3 events. 3 fatalities coded to this event].",3,,1732655057
UKR194994,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,"Novyi Komar",47.8835,36.838,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 22 November 2024, Russian air forces struck multiple Ukrainian units, including territorial defence (coded to Rozlyv), across multiple locations, some near Novyi Komar, Donetsk. According to Russian sources, the Ukrainian military lost up to 155 soldiers, 3 tanks, 6 cars, 2 artillery systems and an EW system near Vilne Pole, Rozlyv, Blahodatne, Novyi Komar [Russian MoD reported 155 fatalities. Coded as 10 fatalities across 4 events. 2 fatalities coded to this event].",2,,1732655058
UKR195024,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 22 November 2024, Russian air forces struck the Ukrainian military near Siversk, Donetsk. According to Russian sources, the Ukrainian military lost up to 490 soldiers, an APC, 5 cars, 5 artillery systems and a military depot near Chasiv Yar, Orikhovo-Vasylivka, Siversk, Kramatorsk and Hryhorivka [Russian MoD reported 490 fatalities. Coded as 10 fatalities across 5 events. 2 fatalities coded to this event].",2,,1732655058
UKR195031,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,"Sukha Balka",48.3225,37.7604,2,"Ministry of Defence of Russia",National,"On 22 November 2024, Russian air forces struck multiple Ukrainian units, including territorial defence (coded here), across multiple locations, some near Sukha Balka, Donetsk. According to Russian sources, the Ukrainian military lost up to 400 soldiers, 3 IFVs, 2 cars, 4 artillery systems and a counter-battery system near Shcherbynivka, Toretsk, Shevchenko, Druzhba, Yablunivka, Sukha Balka [Russian MoD reported 400 fatalities. Coded as 10 fatalities across 6 events. 1 fatality coded to this event].",1,,1732655058
UKR194721,"20 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Chervone,48.5632,37.7854,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 20 November 2024, Russian air forces carried out airstrikes near Chervone, Donetsk. According to Russian sources, more than 380 Ukrainian soldiers were killed near Chervone, Siversk, Viroliubivka, Dachne and Kurakhove [Russian MoD reported 380 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655055
UKR194746,"20 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,"Kozacha Lopan",50.3319,36.1936,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 20 November 2024, Russian air forces carried out airstrikes near Kozacha Lopan, Kharkiv. According to Russian sources, more than 145 Ukrainian soldiers were killed near Lebedivka and Kozacha Lopan [Russian MoD reported 145 fatalities. Coded as 10 fatalities split across 2 events. 5 fatalities coded to this event].",5,,1732655056
UKR194811,"20 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Ulakly,47.9974,37.0851,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 20 November 2024, Russian air forces carried out airstrikes near Ulakly, Donetsk. According to Russian sources, more than 145 Ukrainian soldiers were killed near Zelene Pole, Ulakly and Novosilka [Russian MoD reported 145 fatalities. Coded as 10 fatalities split across 3 events. 4 fatalities coded to this event].",4,,1732655056
UKR194535,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Basivka,51.1856,35.0877,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched suspected drone strikes and shelled near Basivka, Sumy, with suspected 152mm and 122mm artillery. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655054
UKR194539,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Bilovody,51.1757,34.9765,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes, suspected drone strikes and shelled near Bilovody, Sumy. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655054
UKR194579,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Kozatske,46.7845,33.3377,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 19 November 2024, Russian Forces launched air strikes near Kozatske, Kherson. According to Russian sources, 80 Ukrainian soldiers were killed in the area of Novopavlivka, Mala Tokmachka, Dniprovske, Mykilske and Kozatske [Russian MoD reported 80 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655054
UKR194591,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,"Mala Tokmachka",47.5325,35.8978,2,"Ministry of Defence of Russia; Suspilne Media",National,"On 19 November 2024, Russian Forces launched drone strikes and shelled Ukrainian positions near Mala Tokmachka, Zaporizhia, with MLRS and artillery. According to Russian sources, 80 Ukrainian soldiers were killed in the area of Novopavlivka, Mala Tokmachka, Dniprovske, Mykilske and Kozatske [Russian MoD reported 80 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655054
UKR194605,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Myropilska,Myropillia,51.0273,35.247,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes, suspected FPV drone strikes and shelled Ukrainian positions near Myropillia, Sumy, damaging an educational facility. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655054
UKR194635,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes and shelled Ukrainian positions near Pavlivka, Sumy, from a suspected tank. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655055
UKR194668,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,"Sukha Balka",48.3225,37.7604,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes near Sukha Balka, Donetsk. According to Russian sources, 390 Ukrainian soldiers were killed in the area of Toretsk, Druzhba, Shcherbynivka, Sukha Balka and Zoria [Russian MoD reported 390 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655055
UKR194695,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes and shelled near Yunakivka, Sumy, with MLRS. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655055
UKR194704,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched suspected drone strikes and shelled near Zhuravka, Sumy, with suspected MLRS, 152mm artillery, 120mm mortars and from a suspected tank. According to Russian sources, 400 Ukrainian soldiers were killed in the area of Zhuravka, Basivka, Yunakivka, Bilovody, Myropillia, Pavlivka, Agronom, Aleksandriya, Guevo, Zazulevka, Zelenyi Shlyakh, Kazach'ya-Loknya, Kolmakov, Lebedevka, Leonidovo, Makhnovka, Melovoy, Nizhnii Klin, Novoivanovka, Nikolskiy, and Sudzha. [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 21 events. 1 fatality coded to this event].",1,,1732655055
UKR194706,"19 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Zoria,48.0808,37.1815,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 19 November 2024, Russian Forces launched air strikes near Zoria, Donetsk. According to Russian sources, 390 Ukrainian soldiers were killed in the area of Toretsk, Druzhba, Shcherbynivka, Sukha Balka and Zoria [Russian MoD reported 390 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655055
UKR194421,"18 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Malotokmachanska,"Mala Tokmachka",47.5325,35.8978,2,"061.ua; Institute for the Study of War; Ministry of Defence of Russia; Suspilne Media",Other-Subnational,"On 18 November 2024, according to Russian sources, Russian Forces, supported by air force, launched assault actions from Novopokrovka on Ukrainian positions and advanced toward Mala Tokmachka, Zaporizhia. Russian Forces shelled Mala Tokmachka, Zaporizhia, with MLRS and artillery. According to Russian sources, 65 Ukrainian soldiers were killed in the area of Novoandriivka and Mala Tokmachka [Russian MoD reported 65 fatalities. Coded as 10 fatalities split across 2 events. 5 fatalities coded to this event].",5,,1732655053
UKR194496,"18 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Temyrivka,47.8235,36.5722,1,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 18 November 2024, Russian Forces launched air strikes at Temyrivka, Zaporizhia. According to Russian sources, 140 Ukrainian soldiers were killed in the area of Makarivka, Velyka Novosilka, Temyrivka, Rozlyv, Novosilka and Ulakly [Russian MoD reported 140 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732655053
UKR194510,"18 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,"Velyka Novosilka",47.8453,36.8353,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 18 November 2024, Russian Forces launched air strikes near Velyka Novosilka, Donetsk. According to Russian sources, 140 Ukrainian soldiers were killed in the area of Makarivka, Velyka Novosilka, Temyrivka, Rozlyv, Novosilka and Ulakly [Russian MoD reported 140 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732655053
UKR194530,"18 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 18 November 2024, Russian Forces launched air strikes and shelled Ukrainian positions near Zhuravka, Sumy, with suspected 120mm mortars. Casualties unknown.",0,,1732655054
UKR194197,"17 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Dachne,48.4136,37.8798,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 17 November 2024, Russian air forces carried out airstrikes near Dachne, Donetsk. According to Russian sources, up to 695 Ukrainian servicemen were killed near Siversk, Dronivka, Andriivka, Hannivka, Dachne and Kurakhove [Russian MoD reported 695 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1732655051
UKR194229,"17 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,"Kozacha Lopan",50.3319,36.1936,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 17 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Kozacha Lopan, Kharkiv. According to Russian sources, up to 50 Ukrainian servicemen were killed near Vovchansk, Basove and Kozacha Lopan [Russian MoD reported 50 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1732655051
UKR194239,"17 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.7106,37.6152,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 17 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Kupiansk, Kharkiv. According to Russian sources, up to 450 Ukrainian servicemen were killed near Zahryzove, Kupiansk, Hlushkivka, Krasnyi Lyman and Torske [Russian MoD reported 450 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655051
UKR194304,"17 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 17 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Siversk, Donetsk. According to Russian sources, up to 695 Ukrainian servicemen were killed near Siversk, Dronivka, Andriivka, Hannivka, Dachne and Kurakhove [Russian MoD reported 695 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732655052
UKR194323,"17 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Ulakly,47.9974,37.0851,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 17 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Ulakly, Donetsk. According to Russian sources, up to 135 Ukrainian servicemen were killed near Zelene Pole, Ulakly, Kostiantynopil and Velyka Novosilka [Russian MoD reported 135 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732655052
UKR194033,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Berestove,49.5403,37.8941,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 16 November 2024, Russian forces launched an air strike at Berestove, Kharkiv region. According to Russian sources, on that day, 470 Ukrainian soldiers were killed near Podoly, Petropavlivka, Berestove, Starovirivka, Bohuslavka, Prokopivka, Kharkiv region, Nadiia, Luhansk region, Ivanivka, Serebrianske forestry (coded to Serebrianka), Donetsk region. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1732655050
UKR194048,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Dronivka,48.9207,38.0425,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 16 November 2024, Russian forces launched an air strike at Dronivka, Donetsk region. According to Russian sources, on that day, 520 Ukrainian soldiers were killed near Kostiantynivka, Orikhovo-Vasylivka, Dronivka, Zvanivka, Zakitne, Kurakhove, Ozerne, Siversk, Donetsk region. [Russian MoD reported 520 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732655050
UKR194073,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Kostiantynivka,48.5333,37.7166,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 16 November 2024, Russian forces launched an air strike at Kostiantynivka, Donetsk region. Russian forces shelled Ukrainian positions near Kostiantynivka, Donetsk region, with artillery and mortars. According to Russian sources, on that day, 520 Ukrainian soldiers were killed near Kostiantynivka, Orikhovo-Vasylivka, Dronivka, Zvanivka, Zakitne, Kurakhove, Ozerne, Siversk, Donetsk region. [Russian MoD reported 520 fatalities. Coded as 10 fatalities split across 8 events. 2 fatalities coded to this event].",2,,1732655050
UKR194093,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.2959,37.2704,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 16 November 2024, Russian forces launched an air strike at Myrnohrad, Donetsk region. According to Russian sources, on that day, 345 Ukrainian soldiers were killed near Shevchenko, Druzhba, Toretsk, Dachenske, Myrnohrad, Myroliubivka, Sukhyi Yar, Donetsk region. [Russian MoD reported 345 fatalities. Coded as 10 fatalities split across 7 events. 1 fatality coded to this event].",1,,1732655050
UKR194114,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Olhivka,46.7922,33.1985,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine; Suspilne Media",Other-National,"On 16 November 2024, Russian forces launched an air strike at Olhivka, Kherson region. According to Russian sources, on that day, 80 Ukrainian soldiers were killed near Pyatykhatky, Nesterianka, Zaporizhia region, Yantarne, Olhivka, Kozatske, Kherson region. [Russian MoD reported 80 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655050
UKR194148,"16 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,"Sukhyi Yar",48.2326,37.2703,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 16 November 2024, Russian forces launched an air strike at Sukhyi Yar, Donetsk region. Russian forces shelled Sukhyi Yar, Donetsk region, with artillery and mortars. According to Russian sources, on that day, 345 Ukrainian soldiers were killed near Shevchenko, Druzhba, Toretsk, Dachenske, Myrnohrad, Myroliubivka, Sukhyi Yar, Donetsk region. [Russian MoD reported 345 fatalities. Coded as 10 fatalities split across 7 events. 2 fatalities coded to this event].",2,,1732655051
UKR193364,"15 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,Andriivka,48.0216,37.0568,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 15 November 2024, Russian air forces struck the Ukrainian military near Andriivka, Donetsk. According to Russian sources, the Ukrainian military lost up to 625 soldiers, 3 cars, 2 artillery systems, 3 EW systems and a military depot near Slovyansk, Siversk, Dachne, Andriivka, Bohoiavlenka, Kurakhove [Russian MoD reported 625 fatalities. Coded as 10 fatalities across 6 events. 2 fatalities coded to this event].",2,,1732047038
UKR193401,"15 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)","Civilians (Ukraine)",1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine; Ukrinform",Other-National,"On 15 November 2024, Russian air forces struck the Ukrainian military near Kurakhove, Donetsk. According to Russian sources, the Ukrainian military lost up to 625 soldiers, 3 cars, 2 artillery systems, 3 EW systems and a military depot near Slovyansk, Siversk, Dachne, Andriivka, Bohoiavlenka, Kurakhove [Russian MoD reported 625 fatalities. Coded as 10 fatalities across 6 events. 1 fatality coded to this event]. A civilian was killed (overall fatalities for this event coded as 2).",2,,1732047038
