event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR193691,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Khotin,51.0786,34.78,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Khotin, Sumy. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732047040
UKR193693,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,"Kozacha Lopan",50.3319,36.1936,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 11 November 2024, Russian forces dropped two KAB-type aerial bombs at unidentified targets in Kozacha Lopan, Kharkiv. Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense forces near Kozacha Lopan, Kharkiv. According to Russian sources, Ukrainian military lost 1 armored fighting vehicle, 2 vehicles and up to 60 Ukrainian servicemen were killed near Izbytske, Bochkove, Udy and Kozacha Lopan [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1732047040
UKR193694,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,"Krasnyi Lyman",48.3404,37.2359,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions near Krasnyi Lyman, Donetsk. According to Russian sources, Ukrainian military lost 1 UK-made 'FH-70' towed-artillery, 1 US-made 'M198' towed artillery, 2 US-made 'M119' towed-artillery, 1 'D-30' towed-artillery, 1 'Anklav-H' radio-electronic warfare station, 4 field ammo depots and up to 470 Ukrainian servicemen were killed near Nadiia, Kupiansk, Ostrovske, Krasnyi Lyman, Torske and Yampolivka. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1732047040
UKR193710,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Luhansk,Svativskyi,Kolomyichyska,Nadiia,49.3705,37.926,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions near Nadiia, Luhansk. According to Russian sources, Ukrainian military lost 1 UK-made 'FH-70' towed-artillery, 1 US-made 'M198' towed artillery, 2 US-made 'M119' towed-artillery, 1 'D-30' towed-artillery, 1 'Anklav-H' radio-electronic warfare station, 4 field ammo depots and up to 470 Ukrainian servicemen were killed near Nadiia, Kupiansk, Ostrovske, Krasnyi Lyman, Torske and Yampolivka. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732047040
UKR193714,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Orikhivska,Novodanylivka,47.5242,35.8235,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Novodanylivka, Zaporizhia. According to Russian sources, Ukrainian military lost 4 vehicles, 1 field ammo depot and up to 70 Ukrainian servicemen were killed near Novodanylivka, Olhivka and Mykilske. [Russian MoD reported 70 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1732047040
UKR193721,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Olhivka,46.7922,33.1985,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Olhivka, Kherson. According to Russian sources, Ukrainian military lost 4 vehicles, 1 field ammo depot and up to 70 Ukrainian servicemen were killed near Novodanylivka, Olhivka and Mykilske. [Russian MoD reported 70 fatalities. Coded as 10 fatalities split across 3 events. 4 fatalities coded to this event].",4,,1732047040
UKR193722,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Ostrovske,49.2912,37.9343,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions near Kupiansk, Kharkiv. According to Russian sources, Ukrainian military lost 1 UK-made 'FH-70' towed-artillery, 1 US-made 'M198' towed artillery, 2 US-made 'M119' towed-artillery, 1 'D-30' towed-artillery, 1 'Anklav-H' radio-electronic warfare station, 4 field ammo depots and up to 470 Ukrainian servicemen were killed near Nadiia, Kupiansk, Ostrovske, Krasnyi Lyman, Torske and Yampolivka. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 6 events. 1 fatality coded to this event].",1,,1732047040
UKR193723,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Pavlivka,51.2231,34.5161,1,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 11 November 2024, Russian forces dropped drone-borne explosives and shelled unidentified targets in Pavlivka, Sumy, with 120mm mortars, 122mm barrel artillery and automatic grenade launcher (AGL). Also, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Pavlivka. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732047040
UKR193737,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Slovyansk, Donetsk. According to Russian sources, Ukrainian military lost 1 APC, 1 vehicle, 2 'D-30' towed-artillery, 2 radio-electronic warfare stations, 2 field ammo depots and up to 765 Ukrainian servicemen were killed near Slovyansk, Predtechyne, Mykolaivka, Dachne and Kurakhove. [Russian MoD reported 765 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732047040
UKR193740,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Marines; Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,"Sukhi Yaly",47.9449,37.1222,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions as well as marine forces and territorial defense units near Sukhi Yaly, Donetsk. According to Russian sources, Ukrainian military lost 1 tank, 6 vehicles, 1 'D-20' towed-artillery and up to 150 Ukrainian servicemen were killed near Zelene Pole, Sukhi Yaly, Temyrivka and Rivnopil. [Russian MoD reported 150 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732047040
UKR193743,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Marines; Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Temyrivka,47.8235,36.5722,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions as well as marine forces and territorial defense units near Temyrivka, Zaporizhia. According to Russian sources, Ukrainian military lost 1 tank, 6 vehicles, 1 'D-20' towed-artillery and up to 150 Ukrainian servicemen were killed near Zelene Pole, Sukhi Yaly, Temyrivka and Rivnopil. [Russian MoD reported 150 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1732047040
UKR193748,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Udy,50.3846,36.0606,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense forces near Udy, Kharkiv. According to Russian sources, Ukrainian military lost 1 armored fighting vehicle, 2 vehicles and up to 60 Ukrainian servicemen were killed near Izbytske, Bochkove, Udy and Kozacha Lopan [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732047041
UKR193751,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Veselivka,51.2012,34.936,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Veselivka, Sumy. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732047041
UKR193752,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Vodolahy,51.1787,34.9206,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Vodolahy, Sumy. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732047041
UKR193761,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Marines; Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Velykonovosilkivska,"Zelene Pole",47.83,36.6237,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions as well as marine forces and territorial defense units near Zelene Pole, Donetsk. According to Russian sources, Ukrainian military lost 1 tank, 6 vehicles, 1 'D-20' towed-artillery and up to 150 Ukrainian servicemen were killed near Zelene Pole, Sukhi Yaly, Temyrivka and Rivnopil. [Russian MoD reported 150 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732047041
UKR193763,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,1,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 11 November 2024, Russian forces dropped KAB aerial bombs, carried out FPV-kamikaze drone strikes, dropped drone-borne explosives and shelled unidentified targets in Zhuravka, Sumy, with 120mm mortars, 122mm barrel artillery and suspected tank or IFV. Also, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Zhuravka. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732047041
UKR193675,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Bochkove,50.3244,37.1409,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense forces near Bochkove, Kharkiv. According to Russian sources, Ukrainian military lost 1 armored fighting vehicle, 2 vehicles and up to 60 Ukrainian servicemen were killed near Izbytske, Bochkove, Udy and Kozacha Lopan [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 4 events. 3 fatalities coded to this event].",3,,1732655049
UKR193682,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Toretska,Dyliivka,48.4262,37.8761,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Dyliivka (likely Toretska), Donetsk. According to Russian sources, Ukrainian military lost 1 German-made 'Leopard' tank, 3 APCs, 1 US-made 'MaxxPro' armored fighting vehicle, 1 'Kazak' armored vehicle, 7 cars/vehicles, 1 'Msta-B' towed-artillery, 1 'D-20' towed-artillery,1 '2S1' self-propelled howitzer, 2 'D-30' towed-artillery and up to 470 Ukrainian servicemen were killed near Dyliivka, Toretsk, Ukrainka and Voznesenka. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732655049
UKR193683,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian operational-tactical aviation and missile forces hit Ukrainian military positions and territorial defense units near Hlukhiv, Sumy. According to Russian sources, Ukrainian military lost 5 tanks, 4 IFVs, 1 APC, 3 AFVs, 4 towed-artillery, 2 mortars, 1 counter-battery radar station, 1 armored recovery vehicle, 8 cars/vehicles and more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Zhuravka, Veselivka, Vodolahy, Hlukhiv, Pavlivka and Khotin. [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1732655049
UKR193687,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Izbytske,50.2033,36.7417,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense forces near Izbytske, Kharkiv. According to Russian sources, Ukrainian military lost 1 armored fighting vehicle, 2 vehicles and up to 60 Ukrainian servicemen were killed near Izbytske, Bochkove, Udy and Kozacha Lopan [Russian MoD reported 60 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1732655049
UKR193697,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.7106,37.6152,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions near Kupiansk, Kharkiv. According to Russian sources, Ukrainian military lost 1 UK-made 'FH-70' towed-artillery, 1 US-made 'M198' towed artillery, 2 US-made 'M119' towed-artillery, 1 'D-30' towed-artillery, 1 'Anklav-H' radio-electronic warfare station, 4 field ammo depots and up to 470 Ukrainian servicemen were killed near Nadiia, Kupiansk, Ostrovske, Krasnyi Lyman, Torske and Yampolivka. [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732655049
UKR193706,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Mykilske,46.7225,32.8131,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Mykilske, Kherson. According to Russian sources, Ukrainian military lost 4 vehicles, 1 field ammo depot and up to 70 Ukrainian servicemen were killed near Novodanylivka, Olhivka and Mykilske. [Russian MoD reported 70 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1732655049
UKR193708,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Mykolaivka,48.578,37.7971,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Mykolaivka (likely Konstantinovskaya), Donetsk. According to Russian sources, Ukrainian military lost 1 APC, 1 vehicle, 2 'D-30' towed-artillery, 2 radio-electronic warfare stations, 2 field ammo depots and up to 765 Ukrainian servicemen were killed near Slovyansk, Predtechyne, Mykolaivka, Dachne and Kurakhove. [Russian MoD reported 765 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655049
UKR193728,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces",1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Predtechyne,48.5234,37.8121,2,"Ministry of Defence of Russia",National,"On 11 November 2024, Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions and territorial defense units near Predtechyne, Donetsk. According to Russian sources, Ukrainian military lost 1 APC, 1 vehicle, 2 'D-30' towed-artillery, 2 radio-electronic warfare stations, 2 field ammo depots and up to 765 Ukrainian servicemen were killed near Slovyansk, Predtechyne, Mykolaivka, Dachne and Kurakhove. [Russian MoD reported 765 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732655049
UKR193759,"11 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Yampolivka,49.0708,37.9546,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 11 November 2024, Russian forces dropped KAB-type aerial bombs at unidentified targets in Yampolivka, Donetsk. Russian forces (likely by shelling and drone strikes as the most common means) hit Ukrainian military positions near Yampolivka. According to Russian sources, Ukrainian military lost 1 UK-made 'FH-70' towed-artillery, 1 US-made 'M198' towed artillery, 2 US-made 'M119' towed-artillery, 1 'D-30' towed-artillery, 1 'Anklav-H' radio-electronic warfare station, 4 field ammo depots and up to 470 Ukrainian servicemen were killed near Nadiia, Kupiansk, Ostrovske, Krasnyi Lyman, Torske and Yampolivka [Russian MoD reported 470 fatalities. Coded as 10 fatalities split across 6 events. 2 fatalities coded to this event].",2,,1732655049
UKR193767,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Basivka,51.1856,35.0877,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Basivka, Sumy. According to Russian sources, more than 300 Ukrainian servicemen were killed near Basivka, Bilovody, Veselivka, Zhuravka and Sumy [Russian MoD reported 300 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732047041
UKR193789,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Kurakhove,47.9836,37.2823,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Kurakhove, Donetsk. According to Russian sources, up to 540 Ukrainian servicemen were killed near Predtechyne, Minkivka, Zvanivka, Kurakhove, Kostiantynivka, Chasiv Yar, Mykolaivka, Slovyansk and Siversk [Russian MoD reported 540 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1732047041
UKR193799,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Soledarska,Mykolaivka,48.744,38.0521,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Mykolaivka, Donetsk. According to Russian sources, up to 540 Ukrainian servicemen were killed near Predtechyne, Minkivka, Zvanivka, Kurakhove, Kostiantynivka, Chasiv Yar, Mykolaivka, Slovyansk and Siversk [Russian MoD reported 540 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1732047041
UKR193810,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Olhivka,46.7922,33.1985,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Olhivka, Kherson. According to Russian sources, up to 65 Ukrainian servicemen were killed near Novodanylivka, Olhivka, Lvove, Mykilske and Komyshany [Russian MoD reported 65 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1732047041
UKR193822,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Siversk,48.8726,38.096,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Siversk, Donetsk. According to Russian sources, up to 540 Ukrainian servicemen were killed near Predtechyne, Minkivka, Zvanivka, Kurakhove, Kostiantynivka, Chasiv Yar, Mykolaivka, Slovyansk and Siversk [Russian MoD reported 540 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1732047041
UKR193823,"10 November 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,2,"Ministry of Defence of Russia; Ministry of Defence of Ukraine",Other-National,"On 10 November 2024, Russian air forces carried out airstrikes at Ukrainian positions near Slovyansk, Donetsk. According to Russian sources, up to 540 Ukrainian servicemen were killed near Predtechyne, Minkivka, Zvanivka, Kurakhove, Kostiantynivka, Chasiv Yar, Mykolaivka, Slovyansk and Siversk [Russian MoD reported 540 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1732047041
